"","V3.1","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","solubility","prediction...1.","difference"
"1820",0.0728346456692913,0.0610236220472441,0.0531496062992126,0.0531496062992126,0.0196850393700787,0.0610236220472441,0.0196850393700787,0.047244094488189,0.015748031496063,0.0925196850393701,0.108267716535433,0.0826771653543307,0.0255905511811024,0.031496062992126,0.031496062992126,0.0826771653543307,0.0393700787401575,0.0078740157480315,0.0413385826771654,0.0531496062992126,0.12,0.266554708943598,0.146554708943598
"570",0.0935374149659864,0.0680272108843537,0.0459183673469388,0.0425170068027211,0.00340136054421769,0.0476190476190476,0.032312925170068,0.0935374149659864,0.0119047619047619,0.0595238095238095,0.0833333333333333,0.054421768707483,0.0255102040816327,0.0255102040816327,0.054421768707483,0.0697278911564626,0.0510204081632653,0.0102040816326531,0.0357142857142857,0.0918367346938776,0.22,0.273717872328094,0.0537178723280944
"2352",0.0666666666666667,0.0862745098039216,0.0274509803921569,0.0352941176470588,0.0156862745098039,0.0823529411764706,0.0627450980392157,0.0392156862745098,0.0196078431372549,0.0666666666666667,0.12156862745098,0.0196078431372549,0.0274509803921569,0.0509803921568627,0.0627450980392157,0.0549019607843137,0.0509803921568627,0.0235294117647059,0.0235294117647059,0.0627450980392157,0.07,0.282390990978688,0.212390990978688
"2562",0.0907335907335907,0.0521235521235521,0.027027027027027,0.0675675675675676,0.00386100386100386,0.0579150579150579,0.0231660231660232,0.0752895752895753,0.027027027027027,0.0888030888030888,0.133204633204633,0.0231660231660232,0.0328185328185328,0.0424710424710425,0.0482625482625483,0.0463320463320463,0.0424710424710425,0.00965250965250965,0.00965250965250965,0.0984555984555985,0.11,0.503516169177462,0.393516169177462
"576",0.122715404699739,0.0469973890339426,0.0417754569190601,0.0731070496083551,0,0.0678851174934726,0.0365535248041775,0.109660574412533,0.00783289817232376,0.0574412532637076,0.0757180156657963,0.0443864229765013,0.0417754569190601,0.0339425587467363,0.0391644908616188,0.031331592689295,0.0626631853785901,0,0.00783289817232376,0.0992167101827676,0.8,0.904628262166369,0.104628262166369
"151",0.0985401459854015,0.0656934306569343,0.0583941605839416,0.0182481751824818,0.0072992700729927,0.0291970802919708,0.0437956204379562,0.0437956204379562,0.0182481751824818,0.0437956204379562,0.0766423357664234,0.0985401459854015,0.0401459854014599,0.0218978102189781,0.0364963503649635,0.109489051094891,0.0802919708029197,0.0182481751824818,0.0474452554744526,0.0437956204379562,0.6,0.360796214555292,0.239203785444708
"925",0.105438401775805,0.0688124306326304,0.0499445061043285,0.0388457269700333,0.00998890122086571,0.0776914539400666,0.0776914539400666,0.0443951165371809,0.0421753607103219,0.0532741398446171,0.146503884572697,0.025527192008879,0.0210876803551609,0.0332963374028857,0.0266370699223085,0.0588235294117647,0.0355160932297447,0.0244173140954495,0.0210876803551609,0.0388457269700333,0.09,0.242995670114343,0.152995670114343
"1927",0.0450980392156863,0.0725490196078431,0.0529411764705882,0.0588235294117647,0.0117647058823529,0.0862745098039216,0.0470588235294118,0.0372549019607843,0.0313725490196078,0.0568627450980392,0.092156862745098,0.0450980392156863,0.0352941176470588,0.0470588235294118,0.0450980392156863,0.0627450980392157,0.0431372549019608,0.0235294117647059,0.0588235294117647,0.0470588235294118,0.03,0.241382926857444,0.211382926857444
"3069",0.0526315789473684,0.0526315789473684,0.0263157894736842,0.0394736842105263,0.0394736842105263,0.0789473684210526,0.0526315789473684,0.0526315789473684,0.0131578947368421,0.0921052631578947,0.0526315789473684,0.0657894736842105,0.0394736842105263,0.0526315789473684,0.0921052631578947,0.0526315789473684,0.0394736842105263,0.0263157894736842,0.0394736842105263,0.0394736842105263,0.08,0.527143938281275,0.447143938281275
"558",0.146276595744681,0.0398936170212766,0.0425531914893617,0.0771276595744681,0,0.0558510638297872,0.0558510638297872,0.0851063829787234,0.0186170212765957,0.0398936170212766,0.127659574468085,0.0452127659574468,0.0212765957446809,0.023936170212766,0.0212765957446809,0.0478723404255319,0.0638297872340425,0.00531914893617021,0.00531914893617021,0.0771276595744681,0.91,0.90442613271953,0.00557386728047027
"2214",0.056241426611797,0.0603566529492455,0.0397805212620027,0.0754458161865569,0.00685871056241427,0.0576131687242798,0.037037037037037,0.0548696844993141,0.0342935528120713,0.0672153635116598,0.108367626886145,0.0534979423868313,0.0178326474622771,0.0576131687242798,0.0329218106995885,0.0672153635116598,0.0548696844993141,0.00685871056241427,0.0329218106995885,0.0781893004115226,0.46,0.395676530476883,0.0643234695231171
"124",0.0878661087866109,0.0334728033472803,0.0753138075313808,0.0397489539748954,0.0230125523012552,0.0794979079497908,0.0397489539748954,0.0711297071129707,0.0167364016736402,0.0669456066945607,0.0920502092050209,0.0564853556485356,0.0334728033472803,0.0271966527196653,0.0397489539748954,0.0439330543933054,0.0502092050209205,0,0.0334728033472803,0.0899581589958159,0.87,0.606773065303175,0.263226934696825
"396",0.0570719602977667,0.032258064516129,0.0918114143920596,0.0496277915632754,0.0173697270471464,0.0719602977667494,0.0496277915632754,0.032258064516129,0.0297766749379653,0.0694789081885856,0.116625310173697,0.0794044665012407,0.0148883374689826,0.032258064516129,0.0297766749379653,0.0843672456575682,0.0496277915632754,0.00744416873449132,0.0421836228287841,0.0421836228287841,0.36,0.474155064557213,0.114155064557213
"825",0.0608272506082725,0.0827250608272506,0.0535279805352798,0.0267639902676399,0.0145985401459854,0.0656934306569343,0.0316301703163017,0.0632603406326034,0.0267639902676399,0.0681265206812652,0.0948905109489051,0.0778588807785888,0.0291970802919708,0.0389294403892944,0.0340632603406326,0.0559610705596107,0.0754257907542579,0.0194647201946472,0.0389294403892944,0.0413625304136253,0.35,0.1651370945009,0.1848629054991
"2475",0.12156862745098,0.0745098039215686,0.0235294117647059,0.0509803921568627,0.0235294117647059,0.0509803921568627,0.0313725490196078,0.0862745098039216,0.0196078431372549,0.0745098039215686,0.0862745098039216,0.0196078431372549,0.0235294117647059,0.0470588235294118,0.0392156862745098,0.0627450980392157,0.0901960784313725,0.00392156862745098,0.00784313725490196,0.0627450980392157,0.1,0.448685847375726,0.348685847375725
"2842",0.0874704491725768,0.0567375886524823,0.033096926713948,0.0685579196217494,0.00945626477541371,0.0472813238770686,0.0614657210401891,0.08274231678487,0.0260047281323877,0.0401891252955083,0.115839243498818,0.0520094562647754,0.0212765957446809,0.0425531914893617,0.0614657210401891,0.0543735224586288,0.0520094562647754,0.00945626477541371,0.0260047281323877,0.0520094562647754,0.34,0.364473409665205,0.024473409665205
"333",0.154440154440154,0.0463320463320463,0.027027027027027,0.0772200772200772,0.0154440154440154,0.0617760617760618,0.0154440154440154,0.0694980694980695,0.0154440154440154,0.0733590733590734,0.0849420849420849,0.0733590733590734,0.0231660231660232,0.0308880308880309,0.0308880308880309,0.0463320463320463,0.0656370656370656,0.00386100386100386,0.0231660231660232,0.0617760617760618,1,0.885777074937841,0.114222925062159
"256",0.0363636363636364,0.0272727272727273,0.0363636363636364,0.0363636363636364,0.0181818181818182,0.0363636363636364,0.109090909090909,0.0363636363636364,0.00909090909090909,0.0636363636363636,0.145454545454545,0.0454545454545455,0.00909090909090909,0.00909090909090909,0.0545454545454545,0.145454545454545,0.1,0.00909090909090909,0.00909090909090909,0.0636363636363636,0.69,0.704248605798376,0.0142486057983757
"2966",0.0756302521008403,0.0532212885154062,0.0420168067226891,0.0392156862745098,0.00840336134453781,0.061624649859944,0.0504201680672269,0.0588235294117647,0.0280112044817927,0.0672268907563025,0.109243697478992,0.0392156862745098,0.030812324929972,0.0420168067226891,0.0420168067226891,0.061624649859944,0.0700280112044818,0.00560224089635854,0.0392156862745098,0.0756302521008403,0.08,0.126435897436914,0.0464358974369141
"1427",0.118811881188119,0.138613861386139,0.0297029702970297,0.0495049504950495,0.0099009900990099,0.0495049504950495,0.0396039603960396,0.0495049504950495,0.0099009900990099,0.0396039603960396,0.0792079207920792,0.108910891089109,0.0297029702970297,0.0297029702970297,0.0396039603960396,0.0792079207920792,0.0198019801980198,0.0198019801980198,0.0099009900990099,0.0495049504950495,1,0.886635704580038,0.113364295419962
"1022",0.115384615384615,0.0629370629370629,0.0594405594405594,0.0559440559440559,0,0.034965034965035,0.0314685314685315,0.0769230769230769,0,0.111888111888112,0.0979020979020979,0.0314685314685315,0.0244755244755245,0.0384615384615385,0.0174825174825175,0.0664335664335664,0.0314685314685315,0.0104895104895105,0.020979020979021,0.111888111888112,0.42,0.351211950480274,0.0687880495197256
"2076",0.138297872340426,0.0585106382978723,0.0531914893617021,0.0478723404255319,0.0106382978723404,0.0691489361702128,0.0372340425531915,0.0691489361702128,0.0212765957446809,0.074468085106383,0.0957446808510638,0.0319148936170213,0.00531914893617021,0.0265957446808511,0.0478723404255319,0.0531914893617021,0.0425531914893617,0.0265957446808511,0.0159574468085106,0.074468085106383,0.77,0.479103329921277,0.290896670078723
"2907",0.0890688259109312,0.0607287449392713,0.048582995951417,0.0647773279352227,0.0161943319838057,0.0728744939271255,0.0323886639676113,0.0566801619433198,0.0364372469635627,0.0688259109311741,0.0931174089068826,0.0364372469635627,0.0364372469635627,0.0566801619433198,0.0364372469635627,0.0728744939271255,0.0323886639676113,0.00809716599190283,0.0202429149797571,0.0607287449392713,0.33,0.315656163931384,0.0143438360686163
"1635",0.0925925925925926,0.0833333333333333,0.0462962962962963,0.037037037037037,0,0.111111111111111,0.0648148148148148,0.0462962962962963,0.0185185185185185,0.0277777777777778,0.175925925925926,0.037037037037037,0.037037037037037,0.00925925925925926,0.037037037037037,0.0555555555555556,0.037037037037037,0.0185185185185185,0.0185185185185185,0.0462962962962963,0.77,0.610475222134218,0.159524777865782
"1038",0.106682297772567,0.0773739742086753,0.0316529894490035,0.0527549824150059,0.00703399765533412,0.082063305978898,0.0492379835873388,0.0609613130128957,0.0175849941383353,0.0539273153575615,0.126611957796014,0.0328253223915592,0.0293083235638921,0.0257913247362251,0.0468933177022274,0.0480656506447831,0.0609613130128957,0.00703399765533412,0.0316529894490035,0.0515826494724502,0.42,0.372090041103158,0.0479099588968421
"1285",0.0740740740740741,0.0648148148148148,0.0300925925925926,0.0717592592592593,0.00925925925925926,0.0671296296296296,0.0231481481481481,0.106481481481481,0.0138888888888889,0.0462962962962963,0.101851851851852,0.0509259259259259,0.0231481481481481,0.0277777777777778,0.0393518518518519,0.037037037037037,0.0763888888888889,0.00925925925925926,0.037037037037037,0.0902777777777778,0.41,0.746507924680344,0.336507924680344
"1722",0.0838926174496644,0.087248322147651,0.0469798657718121,0.0671140939597315,0.00335570469798658,0.0503355704697987,0.0402684563758389,0.063758389261745,0.0436241610738255,0.0402684563758389,0.140939597315436,0.0503355704697987,0.023489932885906,0.0302013422818792,0.0302013422818792,0.0704697986577181,0.0268456375838926,0.0201342281879195,0.0201342281879195,0.0604026845637584,0.77,0.285539616073396,0.484460383926604
"1768",0.0651041666666667,0.09375,0.0182291666666667,0.0598958333333333,0.0130208333333333,0.0546875,0.0416666666666667,0.09375,0.0442708333333333,0.0260416666666667,0.0885416666666667,0.0442708333333333,0.0364583333333333,0.0364583333333333,0.0546875,0.0703125,0.0546875,0.0338541666666667,0.0234375,0.046875,0.02,0.138174855050985,0.118174855050985
"2144",0.0895522388059701,0.0686567164179104,0.0477611940298507,0.0597014925373134,0.00597014925373134,0.0955223880597015,0.0507462686567164,0.0626865671641791,0.0149253731343284,0.0328358208955224,0.134328358208955,0.0388059701492537,0.0149253731343284,0.0507462686567164,0.0238805970149254,0.0597014925373134,0.0567164179104478,0.00597014925373134,0.0328358208955224,0.0537313432835821,0.76,0.569503537649652,0.190496462350348
"3025",0.0555555555555556,0.0694444444444444,0.0694444444444444,0.0277777777777778,0.0138888888888889,0.0416666666666667,0.0416666666666667,0.125,0.0555555555555556,0.0277777777777778,0.0833333333333333,0.138888888888889,0.0277777777777778,0.0416666666666667,0.0138888888888889,0.0555555555555556,0.0416666666666667,0.0138888888888889,0.0277777777777778,0.0277777777777778,1,0.687386212602483,0.312613787397517
"1301",0.144893111638955,0.0380047505938242,0.0403800475059382,0.0475059382422803,0.00950118764845606,0.0498812351543943,0.0498812351543943,0.0926365795724466,0.0261282660332542,0.0617577197149644,0.0807600950118765,0.0403800475059382,0.0285035629453682,0.0451306413301663,0.0522565320665083,0.0451306413301663,0.0498812351543943,0,0.0285035629453682,0.0688836104513064,0.42,0.405814866871569,0.0141851331284308
"3124",0.0950661853188929,0.0601684717208183,0.0385078219013237,0.0517448856799037,0.0144404332129964,0.0709987966305656,0.0673886883273165,0.0601684717208183,0.0192539109506619,0.0673886883273165,0.125150421179302,0.0312876052948255,0.0192539109506619,0.0336943441636582,0.0445246690734055,0.0722021660649819,0.0469314079422383,0.00962695547533093,0.0216606498194946,0.0505415162454874,0.39,0.359126600672307,0.0308733993276926
"2034",0.101694915254237,0.076271186440678,0.0593220338983051,0.0593220338983051,0.0254237288135593,0.0677966101694915,0.0677966101694915,0.0338983050847458,0.0338983050847458,0.0847457627118644,0.076271186440678,0.0423728813559322,0.0338983050847458,0.0423728813559322,0.0254237288135593,0.0254237288135593,0.0423728813559322,0.0338983050847458,0.0338983050847458,0.0338983050847458,0.43,0.352609799578261,0.0773902004217389
"1729",0.0970149253731343,0.0373134328358209,0.0671641791044776,0.0746268656716418,0.0298507462686567,0.0223880597014925,0.0373134328358209,0.0447761194029851,0.0223880597014925,0.0895522388059701,0.0970149253731343,0.0671641791044776,0.0298507462686567,0.0223880597014925,0.0223880597014925,0.119402985074627,0.0597014925373134,0.00746268656716418,0.00746268656716418,0.0447761194029851,0.59,0.553802120699599,0.0361978793004011
"2091",0.0817610062893082,0.0566037735849057,0.0251572327044025,0.0566037735849057,0.0251572327044025,0.050314465408805,0.0566037735849057,0.0566037735849057,0.0566037735849057,0.0314465408805031,0.150943396226415,0.0377358490566038,0.0188679245283019,0.0377358490566038,0.050314465408805,0.0628930817610063,0.0628930817610063,0.0125786163522013,0.0251572327044025,0.0440251572327044,0.18,0.301636678429947,0.121636678429947
"2652",0.115646258503401,0.0680272108843537,0.0317460317460317,0.054421768707483,0.00680272108843537,0.0816326530612245,0.0430839002267574,0.0612244897959184,0.0249433106575964,0.0657596371882086,0.126984126984127,0.0385487528344671,0.0204081632653061,0.0249433106575964,0.036281179138322,0.0521541950113379,0.0521541950113379,0.00453514739229025,0.0158730158730159,0.0748299319727891,0.69,0.564922215040673,0.125077784959327
"2236",0.143356643356643,0.041958041958042,0.041958041958042,0.0524475524475524,0.0174825174825175,0.0524475524475524,0.0559440559440559,0.0734265734265734,0.020979020979021,0.048951048951049,0.0979020979020979,0.027972027972028,0.0174825174825175,0.0174825174825175,0.041958041958042,0.0559440559440559,0.048951048951049,0.0244755244755245,0.0034965034965035,0.115384615384615,0.52,0.526643776348614,0.00664377634861413
"1632",0.130242825607064,0.0507726269315673,0.0397350993377483,0.0640176600441501,0.0154525386313466,0.0507726269315673,0.0640176600441501,0.0684326710816777,0.0242825607064018,0.0551876379690949,0.108167770419426,0.0397350993377483,0.0132450331125828,0.0353200883002208,0.0309050772626932,0.0551876379690949,0.0309050772626932,0.00662251655629139,0.0353200883002208,0.0816777041942605,0.19,0.434523568577177,0.244523568577177
"1092",0.0814717477003942,0.0525624178712221,0.0459921156373193,0.0670170827858081,0.0144546649145861,0.0604467805519054,0.0433639947437582,0.0630749014454665,0.026281208935611,0.0657030223390276,0.0985545335085414,0.0551905387647832,0.0210249671484888,0.0367936925098555,0.0407358738501971,0.064388961892247,0.0512483574244415,0.00657030223390276,0.0538764783180026,0.0512483574244415,0.63,0.284558452684455,0.345441547315545
"3123",0.0854700854700855,0.0398860398860399,0.0284900284900285,0.0626780626780627,0.00284900284900285,0.0598290598290598,0.0598290598290598,0.0769230769230769,0.0199430199430199,0.0512820512820513,0.0911680911680912,0.0598290598290598,0.0313390313390313,0.0256410256410256,0.0484330484330484,0.0712250712250712,0.0655270655270655,0.0170940170940171,0.0256410256410256,0.0769230769230769,0.66,0.569891702610508,0.090108297389492
"2981",0.0661157024793388,0.0413223140495868,0.0165289256198347,0.0495867768595041,0.0247933884297521,0.0826446280991736,0.00826446280991736,0.0661157024793388,0.0661157024793388,0.0495867768595041,0.0909090909090909,0.0578512396694215,0.0330578512396694,0.0495867768595041,0.0661157024793388,0.0330578512396694,0.0743801652892562,0.0247933884297521,0.0247933884297521,0.0743801652892562,0.91,0.592030656142066,0.317969343857934
"2499",0.119266055045872,0.073394495412844,0.0825688073394495,0.018348623853211,0.0917431192660551,0.0458715596330275,0.018348623853211,0.0825688073394495,0.00917431192660551,0.036697247706422,0.0458715596330275,0.036697247706422,0.036697247706422,0.0458715596330275,0.055045871559633,0.0642201834862385,0.073394495412844,0.00917431192660551,0.0275229357798165,0.0275229357798165,0.33,0.602958841611987,0.272958841611987
"2608",0.141176470588235,0.0705882352941176,0.0705882352941176,0.0470588235294118,0.0470588235294118,0.0470588235294118,0.0705882352941176,0.0235294117647059,0,0.0352941176470588,0.117647058823529,0.0588235294117647,0.0352941176470588,0.0235294117647059,0.0117647058823529,0.0352941176470588,0.0588235294117647,0,0.0352941176470588,0.0705882352941176,0.18,0.562317150498057,0.382317150498057
"1936",0.0897435897435897,0.0512820512820513,0.0512820512820513,0.0256410256410256,0.0256410256410256,0.102564102564103,0.0512820512820513,0.0641025641025641,0.0512820512820513,0.0512820512820513,0.153846153846154,0.0641025641025641,0.0128205128205128,0.0256410256410256,0,0.0512820512820513,0.0769230769230769,0,0.0256410256410256,0.0256410256410256,0.88,0.799223007426932,0.0807769925730678
"221",0.112244897959184,0.0714285714285714,0.0408163265306122,0.102040816326531,0.0204081632653061,0.0408163265306122,0.0612244897959184,0.0612244897959184,0,0.0918367346938776,0.122448979591837,0.0306122448979592,0.0204081632653061,0.0102040816326531,0.0408163265306122,0.0408163265306122,0.0408163265306122,0.0102040816326531,0.0102040816326531,0.0714285714285714,0.79,0.813583264597702,0.0235832645977019
"1776",0.104477611940299,0.0248756218905473,0.0497512437810945,0.0646766169154229,0.0348258706467662,0.0447761194029851,0.0597014925373134,0.0746268656716418,0.0298507462686567,0.0796019900497512,0.154228855721393,0.054726368159204,0.00497512437810945,0.0149253731343284,0.0398009950248756,0.0248756218905473,0.0646766169154229,0.00497512437810945,0.0199004975124378,0.0497512437810945,0.33,0.931162982962706,0.601162982962706
"2187",0.0669291338582677,0.031496062992126,0.0708661417322835,0.062992125984252,0,0.047244094488189,0.015748031496063,0.118110236220472,0.031496062992126,0.0393700787401575,0.062992125984252,0.0551181102362205,0.015748031496063,0.0866141732283465,0.0118110236220472,0.0551181102362205,0.078740157480315,0.0354330708661417,0.0866141732283465,0.0275590551181102,0.06,0.143684173978418,0.0836841739784184
"1955",0.119453924914676,0.0614334470989761,0.0273037542662116,0.0341296928327645,0.0204778156996587,0.0750853242320819,0.0648464163822526,0.0716723549488055,0.0580204778156997,0.0546075085324232,0.0955631399317406,0.0307167235494881,0.0170648464163823,0.0204778156996587,0.0443686006825939,0.0443686006825939,0.0580204778156997,0.0273037542662116,0.0170648464163823,0.0580204778156997,0.59,0.242157090666704,0.347842909333296
"2388",0.11304347826087,0.0695652173913043,0.0260869565217391,0.0347826086956522,0.00869565217391304,0.0434782608695652,0.00869565217391304,0.0782608695652174,0,0.0608695652173913,0.208695652173913,0.0260869565217391,0.0434782608695652,0.0434782608695652,0.0347826086956522,0.0434782608695652,0.0347826086956522,0.0173913043478261,0.0434782608695652,0.0608695652173913,0.2,0.225704729581912,0.0257047295819116
"2162",0.0731707317073171,0.0914634146341463,0.0609756097560976,0.0426829268292683,0.0121951219512195,0.0853658536585366,0.0670731707317073,0.0487804878048781,0.0365853658536585,0.0609756097560976,0.0792682926829268,0.0182926829268293,0.0670731707317073,0.0365853658536585,0.0182926829268293,0.0304878048780488,0.0609756097560976,0.0182926829268293,0.0548780487804878,0.0365853658536585,0.39,0.543658206855272,0.153658206855272
"2814",0.0967741935483871,0.0645161290322581,0.0193548387096774,0.0516129032258065,0.00645161290322581,0.0709677419354839,0.032258064516129,0.0709677419354839,0.0193548387096774,0.0516129032258065,0.12258064516129,0.0709677419354839,0.0258064516129032,0.0193548387096774,0.0774193548387097,0.0451612903225806,0.0516129032258065,0.032258064516129,0.0193548387096774,0.0516129032258065,0.17,0.492839627576188,0.322839627576188
"2206",0.123456790123457,0.0576131687242798,0.0411522633744856,0.0493827160493827,0.0329218106995885,0.0576131687242798,0.0288065843621399,0.0905349794238683,0.0205761316872428,0.037037037037037,0.0781893004115226,0.0411522633744856,0.0164609053497942,0.0411522633744856,0.0576131687242798,0.0534979423868313,0.0493827160493827,0.0205761316872428,0.0288065843621399,0.0740740740740741,0.11,0.405151163445094,0.295151163445094
"541",0.0833333333333333,0.0833333333333333,0.075,0.0666666666666667,0,0.075,0.0416666666666667,0.00833333333333333,0.0416666666666667,0.116666666666667,0.0833333333333333,0.05,0.0166666666666667,0.0166666666666667,0.0166666666666667,0.0416666666666667,0.0666666666666667,0.0166666666666667,0.0333333333333333,0.0666666666666667,0.9,0.483922137481971,0.416077862518029
